"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"20/01/2020","13,49","13,96","3,04","13,47","13,96","102,30M"
"17/01/2020","13,41","13,54","1,66","13,23","13,56","81,02M"
"17/01/2020","13,41","13,54","1,66","13,23","13,56","81,02M"
"16/01/2020","13,51","13,32","-0,37","13,03","13,64","112,21M"
"16/01/2020","13,51","13,32","-0,37","13,03","13,64","112,21M"
"15/01/2020","13,38","13,37","-0,63","13,26","13,55","123,87M"
"15/01/2020","13,38","13,37","-0,63","13,26","13,55","123,87M"
"14/01/2020","13,46","13,46","-0,42","13,36","13,72","111,95M"
"14/01/2020","13,46","13,46","-0,42","13,36","13,72","111,95M"
"13/01/2020","13,01","13,51","4,69","13,00","13,51","113,80M"
"13/01/2020","13,01","13,51","4,69","13,00","13,51","113,80M"
"10/01/2020","12,98","12,91","-0,54","12,72","13,22","122,28M"
"10/01/2020","12,98","12,91","-0,54","12,72","13,22","122,28M"
"09/01/2020","12,58","12,98","3,56","12,56","13,02","142,23M"
"09/01/2020","12,58","12,98","3,56","12,56","13,02","142,23M"
"08/01/2020","12,12","12,53","3,08","12,09","12,55","123,29M"
"08/01/2020","12,12","12,53","3,08","12,09","12,55","123,29M"
"07/01/2020","12,20","12,16","-0,29","12,09","12,26","81,54M"
"07/01/2020","12,20","12,16","-0,29","12,09","12,26","81,54M"
"06/01/2020","12,06","12,19","0,08","11,91","12,29","82,94M"
"06/01/2020","12,06","12,19","0,08","11,91","12,29","82,94M"
"03/01/2020","12,09","12,18","-0,89","12,04","12,29","81,70M"
"03/01/2020","12,09","12,18","-0,89","12,04","12,29","81,70M"
"02/01/2020","12,04","12,29","3,49","11,89","12,29","90,06M"
"02/01/2020","12,04","12,29","3,49","11,89","12,29","90,06M"
"30/12/2019","12,15","11,88","-2,11","11,83","12,20","96,92M"
"30/12/2019","12,15","11,88","-2,11","11,83","12,20","96,92M"
"27/12/2019","12,24","12,13","-0,73","11,99","12,30","71,70M"
"27/12/2019","12,24","12,13","-0,73","11,99","12,30","71,70M"
"26/12/2019","12,15","12,22","0,72","12,11","12,23","59,08M"
"26/12/2019","12,15","12,22","0,72","12,11","12,23","59,08M"
"23/12/2019","12,10","12,14","0,31","12,05","12,26","79,00M"
"23/12/2019","12,10","12,14","0,31","12,05","12,26","79,00M"
"20/12/2019","12,11","12,10","-0,06","11,94","12,21","110,73M"
"20/12/2019","12,11","12,10","-0,06","11,94","12,21","110,73M"
"19/12/2019","12,08","12,11","0,19","11,93","12,13","90,70M"
"19/12/2019","12,08","12,11","0,19","11,93","12,13","90,70M"
"18/12/2019","11,99","12,08","1,36","11,87","12,20","124,82M"
"18/12/2019","11,99","12,08","1,36","11,87","12,20","124,82M"
"17/12/2019","12,30","11,92","-2,88","11,76","12,30","145,19M"
"17/12/2019","12,30","11,92","-2,88","11,76","12,30","145,19M"
"16/12/2019","12,32","12,28","0,47","12,12","12,42","131,24M"
"16/12/2019","12,32","12,28","0,47","12,12","12,42","131,24M"
"13/12/2019","12,03","12,22","2,59","11,95","12,37","166,66M"
"13/12/2019","12,03","12,22","2,59","11,95","12,37","166,66M"
"12/12/2019","11,94","11,91","0,53","11,84","12,04","108,15M"
"12/12/2019","11,94","11,91","0,53","11,84","12,04","108,15M"
"11/12/2019","11,67","11,85","2,10","11,62","11,93","133,13M"
"11/12/2019","11,67","11,85","2,10","11,62","11,93","133,13M"
"10/12/2019","11,44","11,60","1,64","11,28","11,60","97,08M"
"10/12/2019","11,44","11,60","1,64","11,28","11,60","97,08M"
"09/12/2019","11,31","11,42","0,99","11,29","11,58","145,81M"
"09/12/2019","11,31","11,42","0,99","11,29","11,58","145,81M"
"06/12/2019","11,21","11,31","1,14","11,16","11,35","85,27M"
"06/12/2019","11,21","11,31","1,14","11,16","11,35","85,27M"
"05/12/2019","11,03","11,18","1,86","10,97","11,25","108,61M"
"05/12/2019","11,03","11,18","1,86","10,97","11,25","108,61M"
"04/12/2019","11,13","10,97","-1,17","10,96","11,39","162,33M"
"04/12/2019","11,13","10,97","-1,17","10,96","11,39","162,33M"
"03/12/2019","11,25","11,10","-0,73","10,96","11,26","95,20M"
"03/12/2019","11,25","11,10","-0,73","10,96","11,26","95,20M"
"02/12/2019","11,32","11,19","-0,24","11,09","11,37","110,30M"
"02/12/2019","11,32","11,19","-0,24","11,09","11,37","110,30M"
"29/11/2019","11,40","11,21","-1,25","11,21","11,43","128,40M"
"29/11/2019","11,40","11,21","-1,25","11,21","11,43","128,40M"
"28/11/2019","11,29","11,36","0,00","11,16","11,47","136,43M"
"28/11/2019","11,29","11,36","0,00","11,16","11,47","136,43M"
"27/11/2019","10,82","11,36","5,95","10,76","11,36","180,32M"
"27/11/2019","10,82","11,36","5,95","10,76","11,36","180,32M"
"26/11/2019","11,01","10,72","-2,84","10,59","11,03","193,11M"
"26/11/2019","11,01","10,72","-2,84","10,59","11,03","193,11M"
"25/11/2019","11,33","11,03","-2,61","11,03","11,33","100,99M"
"25/11/2019","11,33","11,03","-2,61","11,03","11,33","100,99M"
"22/11/2019","11,13","11,33","1,09","11,10","11,38","135,21M"
"22/11/2019","11,13","11,33","1,09","11,10","11,38","135,21M"
"21/11/2019","11,18","11,21","1,08","11,02","11,23","119,13M"
"21/11/2019","11,18","11,21","1,08","11,02","11,23","119,13M"
"19/11/2019","11,20","11,09","-1,02","10,84","11,27","164,78M"
"19/11/2019","11,20","11,09","-1,02","10,84","11,27","164,78M"
"18/11/2019","11,21","11,20","1,65","10,90","11,25","308,51M"
"18/11/2019","11,21","11,20","1,65","10,90","11,25","308,51M"
"14/11/2019","10,63","11,02","4,12","10,60","11,07","197,61M"
"14/11/2019","10,63","11,02","4,12","10,60","11,07","197,61M"
"13/11/2019","10,67","10,58","-2,07","10,38","10,68","240,21M"
"13/11/2019","10,67","10,58","-2,07","10,38","10,68","240,21M"
"12/11/2019","11,26","10,81","-3,60","10,73","11,32","177,81M"
"12/11/2019","11,26","10,81","-3,60","10,73","11,32","177,81M"
"11/11/2019","10,83","11,21","2,76","10,77","11,33","124,30M"
"11/11/2019","10,83","11,21","2,76","10,77","11,33","124,30M"
"08/11/2019","10,83","10,91","-0,88","10,70","11,15","116,17M"
"08/11/2019","10,83","10,91","-0,88","10,70","11,15","116,17M"
"07/11/2019","11,36","11,01","-2,21","11,00","11,43","109,58M"
"07/11/2019","11,36","11,01","-2,21","11,00","11,43","109,58M"
"06/11/2019","11,08","11,26","2,63","10,83","11,28","130,74M"
"06/11/2019","11,08","11,26","2,63","10,83","11,28","130,74M"
"05/11/2019","11,29","10,97","-2,07","10,84","11,52","201,71M"
"05/11/2019","11,29","10,97","-2,07","10,84","11,52","201,71M"
"04/11/2019","11,99","11,20","-4,70","11,15","12,15","365,50M"
"04/11/2019","11,99","11,20","-4,70","11,15","12,15","365,50M"
"01/11/2019","11,19","11,75","5,71","11,18","11,78","265,91M"
"01/11/2019","11,19","11,75","5,71","11,18","11,78","265,91M"
"31/10/2019","10,79","11,12","1,41","10,60","11,12","258,17M"
"31/10/2019","10,79","11,12","1,41","10,60","11,12","258,17M"
"30/10/2019","10,67","10,96","6,97","10,52","11,07","345,47M"
"30/10/2019","10,67","10,96","6,97","10,52","11,07","345,47M"
"29/10/2019","10,75","10,25","-3,56","10,12","10,80","127,47M"
"29/10/2019","10,75","10,25","-3,56","10,12","10,80","127,47M"
"28/10/2019","10,51","10,63","1,60","10,47","10,75","110,50M"
"28/10/2019","10,51","10,63","1,60","10,47","10,75","110,50M"
"25/10/2019","10,80","10,46","-2,89","10,46","10,83","85,38M"
"25/10/2019","10,80","10,46","-2,89","10,46","10,83","85,38M"
"24/10/2019","10,83","10,77","-0,55","10,75","10,94","64,10M"
"24/10/2019","10,83","10,77","-0,55","10,75","10,94","64,10M"
"23/10/2019","10,85","10,83","-0,53","10,69","10,95","87,00M"
"23/10/2019","10,85","10,83","-0,53","10,69","10,95","87,00M"
"22/10/2019","10,75","10,89","1,44","10,75","10,95","64,12M"
"22/10/2019","10,75","10,89","1,44","10,75","10,95","64,12M"
"21/10/2019","10,79","10,73","0,23","10,56","10,84","65,49M"
"21/10/2019","10,79","10,73","0,23","10,56","10,84","65,49M"
"18/10/2019","10,82","10,71","-0,39","10,55","10,94","75,89M"
"18/10/2019","10,82","10,71","-0,39","10,55","10,94","75,89M"
"17/10/2019","10,63","10,75","0,96","10,61","11,04","144,19M"
"17/10/2019","10,63","10,75","0,96","10,61","11,04","144,19M"
"16/10/2019","10,36","10,65","2,30","10,20","10,68","107,66M"
"16/10/2019","10,36","10,65","2,30","10,20","10,68","107,66M"
"15/10/2019","10,51","10,41","-0,88","10,27","10,66","99,22M"
"15/10/2019","10,51","10,41","-0,88","10,27","10,66","99,22M"
"14/10/2019","9,96","10,50","4,12","9,94","10,50","113,54M"
"14/10/2019","9,96","10,50","4,12","9,94","10,50","113,54M"
"11/10/2019","9,83","10,09","4,01","9,80","10,15","108,96M"
"11/10/2019","9,83","10,09","4,01","9,80","10,15","108,96M"
"10/10/2019","9,89","9,70","-1,79","9,66","9,96","73,35M"
"10/10/2019","9,89","9,70","-1,79","9,66","9,96","73,35M"
"09/10/2019","9,54","9,87","4,34","9,53","9,88","86,25M"
"09/10/2019","9,54","9,87","4,34","9,53","9,88","86,25M"
"08/10/2019","9,62","9,46","-1,04","9,43","9,70","100,79M"
"08/10/2019","9,62","9,46","-1,04","9,43","9,70","100,79M"
"07/10/2019","9,61","9,56","-0,98","9,50","9,90","95,47M"
"07/10/2019","9,61","9,56","-0,98","9,50","9,90","95,47M"
"04/10/2019","9,31","9,66","3,97","9,29","9,69","140,97M"
"04/10/2019","9,31","9,66","3,97","9,29","9,69","140,97M"
"03/10/2019","9,29","9,29","2,19","8,98","9,29","52,56M"
"03/10/2019","9,29","9,29","2,19","8,98","9,29","52,56M"
"02/10/2019","9,09","9,09","-2,54","9,03","9,29","80,36M"
"02/10/2019","9,09","9,09","-2,54","9,03","9,29","80,36M"
"01/10/2019","9,33","9,33","1,11","9,14","9,33","59,38M"
"01/10/2019","9,33","9,33","1,11","9,14","9,33","59,38M"
"30/09/2019","9,22","9,22","0,65","9,10","9,27","47,25M"
"30/09/2019","9,22","9,22","0,65","9,10","9,27","47,25M"
"27/09/2019","9,16","9,16","0,79","9,00","9,17","36,58M"
"27/09/2019","9,16","9,16","0,79","9,00","9,17","36,58M"
"26/09/2019","9,17","9,09","-0,57","9,09","9,28","60,05M"
"26/09/2019","9,17","9,09","-0,57","9,09","9,28","60,05M"
"25/09/2019","9,14","9,14","-0,14","8,90","9,18","50,71M"
"25/09/2019","9,14","9,14","-0,14","8,90","9,18","50,71M"
"24/09/2019","9,16","9,16","2,17","8,96","9,21","85,41M"
"24/09/2019","9,16","9,16","2,17","8,96","9,21","85,41M"
"23/09/2019","8,96","8,96","-1,56","8,90","9,11","54,71M"
"23/09/2019","8,96","8,96","-1,56","8,90","9,11","54,71M"
"20/09/2019","9,10","9,10","2,09","8,83","9,10","95,48M"
"20/09/2019","9,10","9,10","2,09","8,83","9,10","95,48M"
"19/09/2019","8,92","8,92","2,14","8,82","9,05","102,61M"
"19/09/2019","8,92","8,92","2,14","8,82","9,05","102,61M"
"18/09/2019","8,73","8,73","0,60","8,58","8,77","55,13M"
"18/09/2019","8,73","8,73","0,60","8,58","8,77","55,13M"
"17/09/2019","8,68","8,68","-0,06","8,42","8,75","89,04M"
"17/09/2019","8,68","8,68","-0,06","8,42","8,75","89,04M"
"16/09/2019","8,42","8,68","2,26","8,16","8,68","89,20M"
"16/09/2019","8,42","8,68","2,26","8,16","8,68","89,20M"
"13/09/2019","8,49","8,49","-2,57","8,48","8,78","65,78M"
"13/09/2019","8,49","8,49","-2,57","8,48","8,78","65,78M"
"12/09/2019","8,72","8,72","1,15","8,44","8,80","109,33M"
"12/09/2019","8,72","8,72","1,15","8,44","8,80","109,33M"
"11/09/2019","8,62","8,62","6,46","8,25","8,63","137,31M"
"11/09/2019","8,62","8,62","6,46","8,25","8,63","137,31M"
"10/09/2019","8,09","8,09","-4,97","7,88","8,28","191,50M"
"10/09/2019","8,09","8,09","-4,97","7,88","8,28","191,50M"
"09/09/2019","8,52","8,52","-5,00","8,34","9,00","122,31M"
"09/09/2019","8,52","8,52","-5,00","8,34","9,00","122,31M"
"06/09/2019","8,96","8,96","-1,91","8,93","9,23","69,85M"
"06/09/2019","8,96","8,96","-1,91","8,93","9,23","69,85M"
"05/09/2019","9,14","9,14","-1,35","9,13","9,41","64,75M"
"05/09/2019","9,14","9,14","-1,35","9,13","9,41","64,75M"
"04/09/2019","9,13","9,26","3,68","9,05","9,26","71,40M"
"04/09/2019","9,13","9,26","3,68","9,05","9,26","71,40M"
"03/09/2019","8,93","8,93","-2,00","8,91","9,31","66,40M"
"03/09/2019","8,93","8,93","-2,00","8,91","9,31","66,40M"
"02/09/2019","9,12","9,12","0,88","8,98","9,20","59,00M"
"02/09/2019","9,12","9,12","0,88","8,98","9,20","59,00M"
